GeneName_Symbol	log2FoldChange
Adat2	0.0028
Aig1	0.0209
Hivep2	-0.0175
Vta1	-0.009
Nmbr	5e-04
Gm8355	-0.0263
ENSMUSG00000112928	0.0411
Cited2	-0.1106
Gm20655	0.01
Txlnb	0.0167
Heca	-0.0035
Abracl	-0.032
Reps1	-4e-04
Ect2l	-0.0011
Ccdc28a	0.0062
Gm10827	-0.0189
Nhsl1	0.1049
Hebp2	-0.0103
D10Bwg1379e	0.0044
Perp	-0.0265
Tnfaip3	-0.0255
Ifngr1	0.0826
Pex7	0.0844
Map3k5	0.0138
Map7	0.0074
4933406P04Rik	-0.0056
Bclaf1	0.0431
Pde7b	-0.0221
Ahi1	-0.0228
Myb	-0.0176
Hbs1l	-0.145
Sgk1	-1.5766
Gm5421	0.0222
Slc2a12	-0.0024
Tbpl1	0.0229
Eya4	0.0241
Rps12	0.0016
Slc18b1	0.0507
Vnn1	-0.0033
Stx7	-0.0343
Ctgf	-3.3521
Enpp1	-0.006
Med23	0.032
Akap7	-0.0367
Gm40617	0.012
Epb4.1l2	-0.0288
Gm29571	0.0068
Gm36908	0.0191
Tmem200a	0.0059
L3mbtl3	0.0336
Gm27754	0.0117
Arhgap18	-0.0288
Lama2	0.1014
4930579H20Rik	-0.006
RP24-475O6.1	0.0027
Ptprk	-0.0353
Gm9824	-0.0322
Gm9996	0.0251
Soga3	0.0327
9330159F19Rik	0.1092
ENSMUSG00000110830	0.0056
Echdc1	0.029
Rnf146	0.033
ENSMUSG00000111496	0.0166
Rspo3	0.019
Gm10275	0.0022
ENSMUSG00000111001	-0.0196
Cenpw	-0.0049
Trmt11	-0.0112
Gm20300	0.0167
Hint3	-0.0095
Ncoa7	0.0268
ENSMUSG00000111442	0.0101
Hey2	0.0136
Gm5422	-0.006
Hddc2	-0.0845
ENSMUSG00000111664	0.0143
Tpd52l1	-0.0392
Rnf217	-0.0214
Nkain2	-0.0018
Gm10327	0.033
Rsph4a	-0.0078
Zufsp	0.0186
A830082N09Rik	-0.0017
Rwdd1	-0.0594
ENSMUSG00000111905	-0.0066
Fam26e	-0.0067
Dse	-0.0076
Tspyl1	-0.0285
Nt5dc1	0
ENSMUSG00000110791	0.0059
Gm26564	0.0195
Tspyl4	0.018
Hdac2	0.0325
Marcks	-0.4371
5930403N24Rik	0.0112
Lama4	-0.0132
Fam229b	-0.0037
Tube1	0.0011
Fyn	0.0235
Gm16364	0.0204
Gm16365	-0.013
Traf3ip2	-0.0103
E130307A14Rik	0.0159
Rev3l	-0.015
AA474331	0.0372
4930547M16Rik	-0.0669
AI317395	0.0074
Rpf2	-0.0603
Gtf3c6	-0.0925
Amd1	0.0715
Cdk19	-0.0425
Cdk19os	-0.0311
Ddo	-0.0019
Mettl24	-0.0104
Cdc40	-0.0023
Wasf1	-0.0189
Fig4	-0.0388
Ak9	-0.0094
Zbtb24	0.006
Mical1	0.0309
Smpd2	-0.0061
Ppil6	0.0819
Cd164	0.0082
Ccdc162	-0.0086
Cep57l1	0.0111
Sesn1	0.0354
ENSMUSG00000111131	0.0126
Armc2	0.0212
ENSMUSG00000111103	-0.0186
Foxo3	-0.0126
Lace1	0.1814
Gm15197	-0.0135
Snx3	-0.0606
Nr2e1	0.1977
Ostm1	-0.003
Sec63	-0.2253
Sobp	0.018
9030612E09Rik	-0.0031
Pdss2	-0.0099
Bend3	0.0013
Gm9803	-0.0187
1700021F05Rik	-0.0095
Cd24a	-0.0112
Qrsl1	0.0186
Rtn4ip1	0.0061
Aim1	-0.008
Atg5	0.0378
Prep	0.0137
Bves	-0.007
Hace1	0.0437
ENSMUSG00000110841	-0.042
ENSMUSG00000110843	-0.0027
Grik2	0.0068
ENSMUSG00000112103	-0.0059
Ascc3	0.0144
Lilrb4a	-0.0148
Dcbld1	0.0128
Gopc	0.0171
ENSMUSG00000112550	0.0156
Nus1	-0.0149
Slc35f1	-0.0102
Cep85l	0.0365
ENSMUSG00000112239	-0.0348
Pln	-0.0798
ENSMUSG00000112734	0.0207
Gm40650	8e-04
Gm20597	-0.0059
Mcm9	-0.0025
Asf1a	0.0104
ENSMUSG00000112332	0.015
Fam184a	0.0509
Man1a	-0.0137
Tbc1d32	-0.0368
Msl3l2	0.0345
Gja1	0.0692
Hsf2	0.0403
Serinc1	0.034
Pkib	-0.0253
Fabp7	0.0352
Smpdl3a	0.3355
Gcc2	-0.0352
Lims1	-0.0082
Ranbp2	0.0222
Ccdc138	0.0139
Edar	0.0019
Sept10	0.0127
Sowahc	-0.025
P4ha1	0.0689
Mcu	0.0885
Gm10322	-0.0043
Micu1	-0.0272
Dnajb12	-0.0073
Ddit4	0.8558
Anapc16	0.0478
Ascc1	-0.0532
Spock2	-1.1644
Chst3	-0.0059
Psap	0.5321
Cdh23	-0.0155
4632428N05Rik	-1.0854
Gm17455	-0.1444
Slc29a3	-0.0108
Unc5b	-0.0234
Pcbd1	-0.0063
Sgpl1	-0.0377
Tbata	-0.0083
Pald1	-1.8647
Nodal	-0.005
Eif4ebp2	-0.0244
Lrrc20	0.0338
Gm28447	0.0076
Ppa1	-0.1572
Sar1a	-0.1231
Tysnd1	0.0172
Aifm2	0.0148
H2afy2	0.0024
Col13a1	-0.0096
Gm5424	0.0176
2010107G23Rik	-0.0108
Tspan15	0.082
Tacr2	0.0113
Hk1	0.0036
Hk1os	-0.0063
Hkdc1	0.0056
Supv3l1	0.0504
Vps26a	0.0179
Srgn	-2.2084
2510003E04Rik	0.0072
Ddx21	0.0298
ENSMUSG00000112347	0.0028
Ddx50	-0.0075
Stox1	-0.007
Ccar1	0.0118
ENSMUSG00000112806	-5e-04
Tet1	0.0355
Slc25a16	0.036
Dna2	0.0121
Rufy2	-0.0289
Hnrnph3	0.0962
Pbld1	0.0074
Pbld1	0.0045
Herc4	0.0027
Gm26789	0.0175
Sirt1	0.0656
Dnajc12	-0.0496
Ctnna3	0.0095
Lrrtm3	-0.0064
1110002J07Rik	0.0148
Reep3	0.0338
Jmjd1c	-0.0455
Nrbf2	0.0513
Egr2	-0.0372
Ado	-0.0411
Zfp365	0.0088
Arid5b	0.0086
1700040L02Rik	-0.0128
Rhobtb1	-0.0295
Ank3	-0.0046
Ccdc6	-0.0285
2310015B20Rik	-0.0299
Slc16a9	-0.0421
Fam13c	0.1729
ENSMUSG00000112273	0.0145
Phyhipl	-0.0336
Bicc1	-0.0755
Tfam	0.0739
Ube2d1	-0.0201
Cisd1	-0.0394
Ipmk	-0.0212
ENSMUSG00000112714	0.0294
Zwint	-0.1487
Pcdh15	-0.0172
Rsph14	-0.0041
Gnaz	0.0297
Rab36	-0.0206
Bcr	0.0073
Specc1l	-0.051
Adora2a	0.0178
Gucd1	0.0665
Upb1	-0.0061
Snrpd3	0.0297
Lrrc75b	-0.0042
Ggt1	-0.0503
Ggt5	-0.0048
Susd2	-0.0052
Cabin1	-0.0142
Ddt	-0.0041
Gstt3	-0.0766
Gstt1	-0.037
Gstt2	-0.0224
Mif	-0.0024
Derl3	0.005
Smarcb1	0.0354
Mmp11	-0.0266
Chchd10	-0.0696
Gm867	-0.0241
Vpreb3	-0.0027
Zfp280b	-0.009
Prmt2	-0.0285
S100b	-0.0634
Dip2a	0.0353
Pcnt	0.0215
2610028H24Rik	-0.008
Ybey	-0.0071
Mcm3ap	0.0145
Lss	-0.0087
Spatc1l	0.0081
Col6a1	-0.0067
Pcbp3	-0.0427
Slc19a1	-0.0321
Col18a1	-0.0159
Gm10941	0.0049
Pofut2	-0.0559
Adarb1	-0.03
Fam207a	0.0117
Itgb2	-0.0336
Pttg1ip	-0.0411
Sumo3	-0.1247
Ube2g2	-0.0075
Lrrc3	-0.015
Trpm2	-0.0074
1810043G02Rik	-0.015
Pfkl	-0.1092
Icosl	0.1022
D10Jhu81e	0.7236
Pwp2	-0.0116
Trappc10	0.0719
Gm30122	-0.0058
ENSMUSG00000112300	-0.0073
Agpat3	-0.0463
Gm10146	-0.0116
Rrp1	-0.208
Cstb	-0.0478
Pdxk	-0.0402
Ilvbl	0.1189
Syde1	-0.0545
Slc1a6	0.018
2610008E11Rik	0.0141
Ppap2c	-0.0116
Mier2	0.0861
Shc2	0.0105
ENSMUSG00000111977	0.0083
Tpgs1	0.0048
Cdc34	-0.065
Gzmm	-0.0161
Bsg	-0.8805
Hcn2	-0.0082
Polrmt	-0.0442
Fgf22	0.011
Rnf126	0.023
Fstl3	0.0034
Palm	-0.0431
ENSMUSG00000112828	0.0303
E130317F20Rik	0.0053
Ptbp1	-0.0142
Lppr3	-0.0143
Med16	-0.0167
R3hdm4	0.1274
Kiss1r	0.0042
Arid3a	-0.0124
Wdr18	-0.1388
Tmem259	0.0138
Cnn2	-0.0511
Abca7	-0.0623
Hmha1	-0.0334
Polr2e	-0.0455
Gpx4	-0.0799
Sbno2	-0.0116
Stk11	-0.0384
Dos	0.0108
Atp5d	4e-04
Midn	0.0206
Cirbp	0.0278
1600002K03Rik	0.0069
Efna2	0.0298
Mum1	0.0134
Ndufs7	-0.0637
Gamt	0.0088
Dazap1	0.0913
Rps15	-0.0638
Apc2	0.3921
2310011J03Rik	-0.079
Pcsk4	0.0058
Reep6	-0.0152
Adamtsl5	0.0297
Mex3d	0.3869
Mbd3	-0.0788
Uqcr11	-0.0992
Tcf3	0.0451
Rexo1	0.0086
Klf16	0.0066
Abhd17a	-0.0475
Scamp4	0.0088
Adat3	-5e-04
Csnk1g2	-0.1711
Btbd2	0.0497
Mknk2	0.0299
Mob3a	0.0117
Izumo4	0.098
Ap3d1	0.0452
Dot1l	0.0079
Plekhj1	0.0218
Sf3a2	0.0146
Oaz1	-0.0999
Lingo3	-0.006
Lsm7	-0.1381
Sppl2b	0.0574
Timm13	-0.1007
Lmnb2	0.0089
Gadd45b	-0.1174
Gng7	-0.0369
Diras1	-0.0063
Slc39a3	0.0536
Sgta	0.0123
Thop1	0.0906
Map2k2	-0.0203
Zbtb7a	-0.0456
Pias4	0.2608
Eef2	-0.0178
Dapk3	0.0343
Atcay	-0.0075
Zfr2	-0.0016
Matk	-0.0121
Mrpl54	-0.0338
Apba3	-0.0458
Tjp3	0.0033
Pip5k1c	-0.0049
Cactin	-0.0369
Tbxa2r	-0.0221
Hmg20b	-0.0316
Mfsd12	-0.0014
Fzr1	-0.1647
Dohh	0.0583
Dohh	-2e-04
Smim24	-0.0022
Nfic	0.0613
Ncln	0.0577
Gna15	-0.0816
Gna11	-0.0037
Aes	-0.0968
Tle2	0.0494
Tle6	0.0101
BC025920	0.0294
Sirt6	0.0423
Ankrd24	0.1547
Zfp433	2e-04
ENSMUSG00000112621	-0.0059
Gm3055	1e-04
Gm32687	0.0078
Zfp781	0.0055
ENSMUSG00000112790	0.0048
ENSMUSG00000112381	-5e-04
Zfp873	-4e-04
BC024063	0.0068
AU041133	0.0163
ENSMUSG00000112922	-0.002
Zfp938	-0.0061
Gm4924	-0.0032
Ap3m1-ps	0.004
1190007I07Rik	0.0136
Tdg	-0.0266
Hcfc2	8e-04
Nfyb	0.0107
Txnrd1	0.0576
ENSMUSG00000112375	0.0044
Chst11	-0.0261
Slc41a2	0.0013
D10Wsu102e	-0.0075
Aldh1l2	-0.0079
A230046K03Rik	0.0228
Appl2	0.2326
1500009L16Rik	-0.0212
ENSMUSG00000111583	-6e-04
Ckap4	0.1514
Tcp11l2	-0.0558
Gm17249	0.0108
Polr3b	3e-04
Rfx4	-0.015
Gm24226	-0.0131
Ric8b	0.0116
Fhl4	0.027
Tmem263	-0.028
Mterf2	0.0856
Cry1	-0.0489
Gm8394	0.0172
Btbd11	0.0086
Pwp1	0.0098
Prdm4	-0.1187
Rtcb	0.0051
A230060F14Rik	0.0144
Fbxo7	-0.0982
Syn3	-0.0013
Timp3	-0.0377
1810014B01Rik	0.0334
Hsp90b1	0.1213
Gm15344	0.0039
BC030307	0.0124
Fabp3-ps1	-0.0028
Nt5dc3	0.0897
Stab2	0.0043
Ascl1	0.008
Nup37	0.0183
Ccdc53	-0.0103
Dram1	-0.0151
Gnptab	-0.0408
Chpt1	-0.0689
Gm4925	0.013
Arl1	-0.0329
Utp20	0.0018
Slc5a8	-6e-04
Scyl2	0.0181
1500026H17Rik	-0.0249
Actr6	-0.0015
Uhrf1bp1l	-0.1132
Anks1b	-0.0693
Apaf1	-0.0021
Ikbip	-0.0036
Slc25a3	0.0818
Gm24119	0.0156
Tmpo	-0.0152
Gm31592	0.017
Rmst	0.0176
Gm27544	0.0289
Nedd1	-0.0022
ENSMUSG00000111740	0.0011
Cfap54	-0.0253
Cdk17	-0.0358
Mir1931	-0.0013
Elk3	-0.0463
Lta4h	0.0317
Snrpf	-0.0081
Ntn4	-0.2709
Gm3571	0.022
Metap2	0.0357
Vezt	-0.0177
ENSMUSG00000111349	0.0051
ENSMUSG00000110869	0.0049
Fgd6	-0.0135
ENSMUSG00000111539	0.0057
Nr2c1	0.004
Ndufa12	-0.0708
Tmcc3	-0.0063
Gm16155	0.0066
Cep83os	8e-04
ENSMUSG00000112203	-7e-04
Cep83	-0.0308
Plxnc1	0.0095
Cradd	0.0208
ENSMUSG00000112593	0.0071
Socs2	-0.0325
Mrpl42	-0.138
Ube2n	-0.1454
Nudt4	-0.1519
Gm33543	-0.0159
Eea1	0.0267
Btg1	0.0998
Dcn	-4.24
Lum	-0.0122
Atp2b1	0.0333
ENSMUSG00000112346	0.004
Poc1b	-0.013
Galnt4	-0.0146
Dusp6	-0.3151
Kitl	-0.0297
Tmtc3	6e-04
Cep290	-0.0143
4930430F08Rik	-0.0254
Mgat4c	0.0185
Rassf9	-0.0397
Lrriq1	-0.0154
Slc6a15	-0.0056
Tmtc2	0.0208
Gm15666	0.0062
Gm15663	-0.0242
Mettl25	-0.0019
Ccdc59	0.0215
Ppfia2	-0.0109
Acss3	-5e-04
Lin7a	-0.0125
Ppp1r12a	-0.0149
Pawr	0.069
Syt1	-0.0226
Nav3	-0.0443
Csrp2	-1.5996
Zdhhc17	0.0649
Osbpl8	0.0062
Bbs10	0.0274
ENSMUSG00000112246	-0.0099
Nap1l1	-0.0851
Phlda1	0.0709
Krr1	0.0315
Glipr1l3	-0.0049
Caps2	0.0091
Kcnc2	-0.0139
Atxn7l3b	0.0239
Tph2	0.0067
Tbc1d15	0.0095
Rab21	0.0988
ENSMUSG00000112301	-0.019
Tmem19	0.0237
Thap2	-0.0123
Zfc3h1	0.0284
ENSMUSG00000112822	0.0227
Ptprr	-0.0295
Ptprb	-0.1004
Kcnmb4	-0.0024
Cnot2	-0.0407
5330438D12Rik	0.0026
Rab3ip	0.0079
4933412E12Rik	0
Cct2	-9e-04
Frs2	0.0249
Yeats4	0.0394
Lyz2	-0.0388
Cpsf6	0.0553
Cpm	-0.0101
Mdm2	1e-04
Slc35e3	-0.0112
Nup107	6e-04
Rap1b	-0.2713
Mdm1	-0.0033
Dyrk2	-0.0038
ENSMUSG00000112683	-0.0191
Cand1	-0.0047
Grip1	0.0051
Helb	0.0207
Tmbim4	-0.0227
Llph	-0.0307
Msrb3	-0.0755
Lemd3	0.0226
Tbc1d30	0.0241
Gns	-0.0065
Rassf3	-0.0369
Tbk1	0.0129
Xpot	0.0734
D930020B18Rik	0.0477
BC048403	-0.0157
Srgap1	0.0057
Tmem5	0.0281
Ppm1h	-0.0449
ENSMUSG00000112237	0.072
Mon2	0.0633
Usp15	-0.0379
Fam19a2	-0.0049
Lrig3	0.0012
4930484H19Rik	-0.0034
ENSMUSG00000112492	-0.002
Xrcc6bp1	0.0131
Gm30539	-0.0179
ENSMUSG00000112761	-0.0014
Ctdsp2	0.0859
Avil	-0.0083
Tsfm	-0.0247
Mettl1	-0.0144
March9	0.0267
Cdk4	-0.0092
Tspan31	0.02
A730063M14Rik	-0.0685
Os9	-0.0438
B4galnt1	-0.0177
Slc26a10	-0.0272
Arhgef25	0.0196
Dtx3	0.0651
F420014N23Rik	0.0048
Pip4k2c	0.0045
Kif5a	-0.0313
Dctn2	0.0296
Mbd6	0.0311
Gm4189	-0.0059
Ddit3	-0.0282
Mars	-0.0184
Arhgap9	-0.016
Gli1	-0.0183
R3hdm2	-0.0258
Ndufa4l2	-0.0784
Shmt2	0.0326
Nxph4	-0.0131
Lrp1	0.0354
Stat6	-2.3864
Nab2	0.0639
Tmem194	0.0043
Myo1a	0.0049
Zbtb39	-0.0138
Gpr182	-0.0077
Prim1	-0.1052
Naca	-0.0263
Ptges3	-0.0463
ENSMUSG00000111947	-0.0051
Atp5b	-0.0089
Baz2a	0.0738
Rbms2	0.0209
Gls2	-0.0062
Spryd4	-0.462
Timeless	-0.0193
Stat2	0.0037
Pan2	-1e-04
Cnpy2	-0.1021
Cs	0.0845
Coq10a	-0.0125
Ankrd52	0.0098
Gm17201	-0.0153
Nabp2	-0.0356
Rnf41	0.2278
Smarcc2	-0.0192
Myl6	-0.109
Myl6b	-0.0089
Esyt1	-0.0233
Zc3h10	0.0064
Rpl41	-0.0757
Pa2g4	0.0871
Rps26	-0.0337
Ikzf4	0.0024
Suox	0.0791
ENSMUSG00000118400	0.0114
Rab5b	0.1117
Cdk2	-0.0499
Pmel	4e-04
Dgka	0.0141
Wibg	0.072
Mmp19	-0.0555
Tmem198b	0.167
Dnajc14	0.1954
Sarnp	-0.0904
Ormdl2	-0.0926
Gdf11	0.0181
Cd63	-0.0549
Rdh5	-0.0502
Bloc1s1	-0.0458
Itga7	0.0135
Gm9770	0.008
ENSMUSG00000112195	0.0268
Insr	0.0283
Arhgef18	-0.0295
Pex11g	0.0097
Zfp358	-0.038
Mcoln1	-5e-04
Pnpla6	-0.147
Camsap3	0.0157
Xab2	-0.0657
Gm22204	-8e-04
Pet100	-0.0471
Stxbp2	-0.0482
Fcor	0.0069
ENSMUSG00000109277	0.0029
ENSMUSG00000108888	-8e-04
Trappc5	0.0967
Cd209a	-0.012
Cd209b	-0.0082
4932443L11Rik	0.0224
Evi5l	-0.0289
BC068157	-0.0063
Map2k7	0.1099
ENSMUSG00000109061	0.0101
Tgfbr3l	0.0094
Snapc2	-0.0561
Ctxn1	-0.8286
Timm44	0.0606
Elavl1	0.0552
Ccl25	0.0185
Cers4	0.0409
Zfp958	0.006
Gm1840	0.0124
Efnb2	-0.0709
Arglu1	0.1221
ENSMUSG00000109062	0.0091
Fam155a	-0.006
Lig4	-0.0144
Abhd13	-0.0051
Myo16	0.0095
4833411C07Rik	0.0019
3930402G23Rik	-0.0052
Irs2	0.0327
Col4a1	-0.1027
Col4a2	-0.0134
Gm15419	-0.0032
Rab20	-0.0326
Carkd	-0.0589
Cars2	-0.0033
Ing1	0.029
Ankrd10	0.2025
ENSMUSG00000109810	-0.0028
Arhgef7	-0.055
Gm5607	-0.0507
ENSMUSG00000110160	0.0066
Sox1	-0.0136
Tubgcp3	0.0066
4931415C17Rik	-0.0042
Atp11a	-0.0035
Mcf2l	-0.0156
Pcid2	0.0103
Gm17022	-0.0023
Cul4a	-0.0396
Lamp1	-0.0866
Grtp1	-0.0639
Mir1968	2e-04
2810030D12Rik	6e-04
Dcun1d2	-0.0443
ENSMUSG00000107531	0.0185
ENSMUSG00000107742	-0.0127
Tmco3	-0.0543
Tfdp1	-0.0544
Tmem255b	-0.0243
Gas6	-0.1424
Rasa3	0.0059
4932443I19Rik	0.0386
Cdc16	0.069
Upf3a	-0.1081
Champ1	0.0371
Coprs	0.0461
Fbxo25	0.0022
Tdrp	-0.1592
Erich1	0.0073
Gm10699	-0.0169
Cln8	0.0266
Arhgef10	-0.0195
Kbtbd11	0.0406
Csmd1	0.0057
ENSMUSG00000109625	-0.0077
Mcph1	0.0217
Angpt2	-0.0275
Agpat5	-0.0283
ENSMUSG00000109784	0.0194
Rpl19-ps11	-0.0376
Gm6483	-3e-04
ENSMUSG00000110669	0.0012
ENSMUSG00000110649	-0.0209
ENSMUSG00000110458	-0.0116
Gm21811	0.0031
6820431F20Rik	-0.0656
2610005L07Rik	0.0044
Gm21092	0.0329
Atp7b	0.0068
Alg11	-0.0089
Nek5	-0.0162
Nek3	0.0291
Vps36	-0.3992
Thsd1	-0.0136
Slc25a15	-0.0403
1810012K16Rik	0.0092
ENSMUSG00000110129	-0.0101
Mrps31	-0.0249
Smim19	-0.011
Slc20a2	0.0721
Gm17491	0.0111
Vdac3	0.001
Polb	0.0333
Ikbkb	-0.0694
Plat	-0.4511
Ap3m2	-0.0418
1700041G16Rik	-2e-04
Kat6a	0.0111
ENSMUSG00000109652	0.004
Ank1	0.0093
Gm15816	0.0051
Agpat6	-0.3681
RP24-230C18.1	0.0016
Gins4	-0.0279
Golga7	-0.0238
Sfrp1	-0.0159
1810011O10Rik	-0.0162
Adam32	0.0083
Adam9	-0.0486
Tm2d2	-3e-04
Plekha2	-0.0507
5830408C22Rik	-0.0072
Tacc1	-0.1947
Fgfr1	0.3811
Gm16159	0.0046
Letm2	-0.0349
ENSMUSG00000110038	0.0116
D830025C05Rik	-0.0076
Whsc1l1	-0.0092
ENSMUSG00000110088	0.0029
Ppapdc1b	0.0358
Ddhd2	0.0179
Gm17484	0.0066
Bag4	0.0182
Lsm1	0.0066
Star	0.0149
Ash2l	-0.0188
Kcnu1	0.0047
Hgsnat	0.0175
Pomk	-0.0989
Fnta	-0.1218
Hook3	0.0928
ENSMUSG00000109640	0.0199
Rnf170	-0.0571
ENSMUSG00000110120	0.009
ENSMUSG00000110317	-7e-04
Thap1	-0.0515
Zfp703	0.0343
ENSMUSG00000109621	0.0053
Gm32389	-0.0161
Erlin2	-0.0415
Prosc	0.0236
Gpr124	-0.0169
Brf2	0.0391
Rab11fip1	-0.0536
Got1l1	-0.0306
Adrb3	0.0046
Eif4ebp1	0.0146
Poteg	0.0087
Gm1698	0.0077
ENSMUSG00000110331	-0.0137
Dusp26	-0.026
Rnf122	-0.0103
Tti2	0.1644
Mak16	0.0049
Fut10	-0.0042
Nrg1	-0.0098
Wrn	7e-04
Purg	-0.0175
Ppp2cb	0.0484
Ubxn8	-0.0428
Gsr	0.0633
Gtf2e2	0.0084
Rbpms	-2.1824
Dctn6	-0.0398
Gm10131	-0.0248
Leprotl1	-0.0095
Saraf	-0.0524
Dusp4	-0.0055
Tnks	-0.0694
Eri1	-0.0074
Gm16793	0.0056
Mfhas1	0.0143
ENSMUSG00000109714	0.01
D8Ertd82e	-0.0295
Gm38414	-0.0086
Lonrf1	-0.0012
6430573F11Rik	0.182
Dlc1	0.027
AI429214	-0.0051
Tusc3	0.0569
Micu3	0.0144
Zdhhc2	-0.0269
Cnot7	0.0232
Vps37a	0.0403
Mtmr7	-0.0064
Gm5345	0.0158
Slc7a2	0.0722
Pdgfrl	0.1538
Mtus1	0.0101
B430010I23Rik	0.016
Gm16192	0.0057
Pcm1	0.042
Asah1	0.0582
Frg1	-0.0863
Gm6180	-0.0213
Fat1	0.0231
Cyp4v3	0.1059
Fam149a	0.0044
Tlr3	0.0857
Sorbs2	-0.0072
Sorbs2os	0.0091
Pdlim3	-0.0232
1700029J07Rik	-8e-04
Ufsp2	0.0272
Ankrd37	-0.9826
Lrp2bp	-0.0117
Snx25	0.0048
Cfap97	-0.0376
Gm15634	-0.0071
Slc25a4	-0.0833
Actg-ps1	0.0161
Acsl1	-0.0858
Cenpu	-0.005
Primpol	-0.0172
Casp3	0.0334
Irf2	-0.024
ENSMUSG00000109751	0.0136
ENSMUSG00000110414	0.0052
Stox2	0.0777
ENSMUSG00000109606	-0.0108
Trappc11	0.017
Rwdd4a	-0.0152
Ing2	-0.1065
AA386476	0.0109
Cdkn2aip	0.0348
ENSMUSG00000110665	-0.0025
Wwc2	0.1246
Dctd	0.008
Tenm3	0.0985
ENSMUSG00000110480	-0.0028
ENSMUSG00000110246	0.0134
Gm9892	0.0081
Aga	0.0395
Vegfc	0.0421
Spcs3	-0.0574
Asb5	-0.0134
Wdr17	-0.0441
Gpm6a	0.0738
ENSMUSG00000110342	0.0292
ENSMUSG00000109725	0.0089
ENSMUSG00000109942	0.005
ENSMUSG00000110249	0.0135
Hpgd	-0.1403
Cep44	0.0095
Fbxo8	0.1568
Scrg1	-0.0853
Sap30	-0.0102
2500002B13Rik	0.0106
Hmgb2	-0.0471
Galnt7	0.0148
Gm10284	0.0023
ENSMUSG00000110289	-0.0021
ENSMUSG00000110419	-0.0366
Aadat	0.0114
ENSMUSG00000109930	0.0065
Mfap3l	0.0073
LOC115486910	0.0384
2700029M09Rik	-0.0643
Clcn3	0.0331
B230317F23Rik	0.0135
Nek1	-0.053
ENSMUSG00000109708	-0.0255
ENSMUSG00000109693	0.0073
Sh3rf1	0.0166
Cbr4	0.0505
Palld	0.0207
Ddx60	-2.4539
Cpe	-0.4294
Msmo1	0.0238
Klhl2	-0.0458
Tmem192	-0.0487
March1	-0.0047
Tma16	0.2591
Npy1r	-0.0115
Naf1	0.0473
Nat1	0.0236
Nat2	-0.0075
Gm9755	-0.0027
Psd3	-0.0444
Gm15991	0.0133
Sh2d4a	0.0027
Csgalnact1	0.0151
Gm15656	0.0069
Ints10	0.0033
Lpl	-0.0162
Atp6v1b2	-0.0321
Lzts1	-0.0043
Zfp930	0.0069
D130040H23Rik	0.0289
Gm10033	0.0268
ENSMUSG00000106683	-0.0091
ENSMUSG00000111594	-0.0065
Zfp868	-0.0305
Zfp964	0.0015
Zfp869	0.0222
Zfp963	-0.009
Zfp866	0.0488
Atp13a1	0.0125
Gmip	-0.0659
Pbx4	-0.0025
Yjefn3	-0.0067
Ndufa13	-0.0859
Tssk6	0.0026
Gatad2a	-0.0515
Mau2	0.0441
Sugp1	-0.0638
Tm6sf2	0.0043
Ncan	0.0751
Rfxank	0.0463
Nr2c2ap	-0.0299
2310045N01Rik	0.2249
Mef2b	0.0122
Tmem161a	0.111
Slc25a42	0.0164
Armc6	0.0342
Sugp2	0.089
Homer3	0.0077
Ddx49	0.0136
Cope	-0.1495
Cers1	0.0746
Upf1	-0.0116
Crtc1	0.0215
Klhl26	0.0894
Tmem59l	-0.0296
Crlf1	-0.0501
2810428I15Rik	-0.0219
Uba52	0.0041
Kxd1	0.0365
Fkbp8	-0.0401
Ell	-0.0012
Isyna1	-2.2963
Ssbp4	-0.5035
Gdf15	-0.0588
Pgpep1	0.0256
Lsm4	-0.0738
Jund	-0.0511
Rab3a	-0.0907
Mpv17l2	-0.0352
Ifi30	0.0121
Pik3r2	0.0024
2010320M18Rik	0.0029
Mast3	0.0483
Arrdc2	0.1018
Kcnn1	0.004
Ccdc124	-0.0513
Slc5a5	-0.009
Rpl18a	-0.0408
Map1s	-0.0219
Gm10654	-0.0081
Haus8	-0.0287
Myo9b	0.0571
Use1	-0.0398
Ocel1	0.0354
Nr2f6	-0.0024
Ushbp1	-0.0505
Babam1	0.0113
Abhd8	0.032
Mrpl34	-0.0186
Dda1	-0.0284
Ano8	0.0414
Gtpbp3	0.011
Plvap	-0.0527
Bst2	-0.1047
Mvb12a	0.0036
Tmem221	-0.0045
Nxnl1	-0.0022
Slc27a1	0.2696
Pgls	0.0442
Fam129c	0.0121
Colgalt1	0.0659
Unc13a	0.1213
Jak3	-0.0125
B3gnt3	-0.0133
Fcho1	0.0254
ENSMUSG00000110462	-0.0127
Zfp709	-0.0189
Zfp882	-0.0059
Zfp617	0.0741
Ccnb2-ps	0.0012
Zfp961	-0.025
ENSMUSG00000110529	0.0159
Cyp4f18	0.0058
Tpm4	-0.7101
Gm16091	0.0056
Rab8a	-0.1229
Fam32a	-0.1796
Ap1m1	0.0283
Gm10282	-0.0191
Klf2	-1.9709
Eps15l1	0.0273
ENSMUSG00000110558	0.0083
Calr3	0.0403
1700030K09Rik	0.1278
Cherp	0.0285
Slc35e1	0.0202
Gm17435	0.0136
Med26	0.0168
ENSMUSG00000110446	0.0507
ENSMUSG00000110532	-0.0233
Smim7	-0.0171
Tmem38a	0.0406
Nwd1	0.1624
Sin3b	0.069
